PARAM	PAIRS	METHOD	TP	FP	FN	TN
DP09	30R3_100R3_120R3	cluster	1681	1300	1106	102605
DP09	30R3_100R3_120R3	subcluster	2074	1334	713	102571
DP09	30R3_100R3_120R3	mash90	2044	1311	743	102594
DP09	30R3_100R3_120R3	mash95	2327	1224	460	102681
DP09	30R3_100R3_120R3	genome	2719	764	68	103141
DP09	30R3_100R3	cluster	1931	1344	856	102561
DP09	30R3_100R3	subcluster	2256	1318	531	102587
DP09	30R3_100R3	mash90	2241	1336	546	102569
DP09	30R3_100R3	mash95	2501	1356	286	102549
DP09	30R3_100R3	genome	2720	817	67	103088
DP09	30R3_120R3	cluster	1617	1376	1170	102529
DP09	30R3_120R3	subcluster	2196	1410	591	102495
DP09	30R3_120R3	mash90	2176	1376	611	102529
DP09	30R3_120R3	mash95	2403	1331	384	102574
DP09	30R3_120R3	genome	2724	803	63	103102
DP09	30R3_40R3	cluster	1843	1778	944	102127
DP09	30R3_40R3	subcluster	2170	1658	617	102247
DP09	30R3_40R3	mash90	2224	1656	563	102249
DP09	30R3_40R3	mash95	2506	1518	281	102387
DP09	30R3_40R3	genome	2715	818	72	103087
DP09	30R3_50R3_100R3	cluster	1829	1115	958	102790
DP09	30R3_50R3_100R3	subcluster	2176	1054	611	102851
DP09	30R3_50R3_100R3	mash90	2172	1034	615	102871
DP09	30R3_50R3_100R3	mash95	2434	1025	353	102880
DP09	30R3_50R3_100R3	genome	2721	720	66	103185
DP09	30R3_50R3_120R3	cluster	1774	1159	1013	102746
DP09	30R3_50R3_120R3	subcluster	2195	1196	592	102709
DP09	30R3_50R3_120R3	mash90	2175	1179	612	102726
DP09	30R3_50R3_120R3	mash95	2443	1095	344	102810
DP09	30R3_50R3_120R3	genome	2720	711	67	103194
DP09	30R3_50R3_70R3	cluster	1801	1423	986	102482
DP09	30R3_50R3_70R3	subcluster	2329	1439	458	102466
DP09	30R3_50R3_70R3	mash90	2335	1468	452	102437
DP09	30R3_50R3_70R3	mash95	2525	1436	262	102469
DP09	30R3_50R3_70R3	genome	2713	751	74	103154
DP09	30R3_50R3_80R3	cluster	1688	1192	1099	102713
DP09	30R3_50R3_80R3	subcluster	2211	1204	576	102701
DP09	30R3_50R3_80R3	mash90	2288	1156	499	102749
DP09	30R3_50R3_80R3	mash95	2566	1257	221	102648
DP09	30R3_50R3_80R3	genome	2718	747	69	103158
DP09	30R3_50R3_90R3	cluster	1756	1383	1031	102522
DP09	30R3_50R3_90R3	subcluster	2377	1445	410	102460
DP09	30R3_50R3_90R3	mash90	2361	1446	426	102459
DP09	30R3_50R3_90R3	mash95	2594	1581	193	102324
DP09	30R3_50R3_90R3	genome	2719	978	68	102927
DP09	30R3_50R3	cluster	1720	1475	1067	102430
DP09	30R3_50R3	subcluster	2339	1400	448	102505
DP09	30R3_50R3	mash90	2366	1397	421	102508
DP09	30R3_50R3	mash95	2532	1455	255	102450
DP09	30R3_50R3	genome	2719	807	68	103098
DP09	30R3_60R3_100R3	cluster	1841	1236	946	102669
DP09	30R3_60R3_100R3	subcluster	2293	1195	494	102710
DP09	30R3_60R3_100R3	mash90	2302	1208	485	102697
DP09	30R3_60R3_100R3	mash95	2520	1228	267	102677
DP09	30R3_60R3_100R3	genome	2722	754	65	103151
DP09	30R3_60R3_120R3	cluster	1738	1427	1049	102478
DP09	30R3_60R3_120R3	subcluster	2288	1357	499	102548
DP09	30R3_60R3_120R3	mash90	2274	1355	513	102550
DP09	30R3_60R3_120R3	mash95	2542	1312	245	102593
DP09	30R3_60R3_120R3	genome	2720	749	67	103156
DP09	30R3_60R3_80R3	cluster	1689	1429	1098	102476
DP09	30R3_60R3_80R3	subcluster	2327	1408	460	102497
DP09	30R3_60R3_80R3	mash90	2305	1412	482	102493
DP09	30R3_60R3_80R3	mash95	2561	1439	226	102466
DP09	30R3_60R3_80R3	genome	2714	838	73	103067
DP09	30R3_60R3_90R3	cluster	1655	1597	1132	102308
DP09	30R3_60R3_90R3	subcluster	2388	1715	399	102190
DP09	30R3_60R3_90R3	mash90	2282	1706	505	102199
DP09	30R3_60R3_90R3	mash95	2593	1676	194	102229
DP09	30R3_60R3_90R3	genome	2716	1005	71	102900
DP09	30R3_60R3	cluster	1619	1638	1168	102267
DP09	30R3_60R3	subcluster	2408	1678	379	102227
DP09	30R3_60R3	mash90	2311	1644	476	102261
DP09	30R3_60R3	mash95	2583	1572	204	102333
DP09	30R3_60R3	genome	2715	916	72	102989
DP09	30R3_70R3_100R3	cluster	1800	1230	987	102675
DP09	30R3_70R3_100R3	subcluster	2158	1415	629	102490
DP09	30R3_70R3_100R3	mash90	2140	1424	647	102481
DP09	30R3_70R3_100R3	mash95	2395	1157	392	102748
DP09	30R3_70R3_100R3	genome	2713	773	74	103132
DP09	30R3_70R3_120R3	cluster	1555	1396	1232	102509
DP09	30R3_70R3_120R3	subcluster	2181	1368	606	102537
DP09	30R3_70R3_120R3	mash90	2158	1365	629	102540
DP09	30R3_70R3_120R3	mash95	2397	1326	390	102579
DP09	30R3_70R3_120R3	genome	2721	742	66	103163
DP09	30R3_70R3_90R3	cluster	1794	1523	993	102382
DP09	30R3_70R3_90R3	subcluster	2201	1471	586	102434
DP09	30R3_70R3_90R3	mash90	2259	1483	528	102422
DP09	30R3_70R3_90R3	mash95	2578	1439	209	102466
DP09	30R3_70R3_90R3	genome	2715	825	72	103080
DP09	30R3_70R3	cluster	1730	1504	1057	102401
DP09	30R3_70R3	subcluster	2196	1655	591	102250
DP09	30R3_70R3	mash90	2281	1639	506	102266
DP09	30R3_70R3	mash95	2602	1491	185	102414
DP09	30R3_70R3	genome	2718	874	69	103031
DP09	30R3_80R3_100R3	cluster	1805	1357	982	102548
DP09	30R3_80R3_100R3	subcluster	2108	1243	679	102662
DP09	30R3_80R3_100R3	mash90	2127	1223	660	102682
DP09	30R3_80R3_100R3	mash95	2517	1198	270	102707
DP09	30R3_80R3_100R3	genome	2715	787	72	103118
DP09	30R3_80R3_120R3	cluster	1747	1246	1040	102659
DP09	30R3_80R3_120R3	subcluster	2178	1252	609	102653
DP09	30R3_80R3_120R3	mash90	2132	1211	655	102694
DP09	30R3_80R3_120R3	mash95	2492	1209	295	102696
DP09	30R3_80R3_120R3	genome	2720	775	67	103130
DP09	30R3_80R3	cluster	1700	1299	1087	102606
DP09	30R3_80R3	subcluster	2207	1309	580	102596
DP09	30R3_80R3	mash90	2289	1319	498	102586
DP09	30R3_80R3	mash95	2557	1341	230	102564
DP09	30R3_80R3	genome	2713	809	74	103096
DP09	30R3_90R3_120R3	cluster	1641	1322	1146	102583
DP09	30R3_90R3_120R3	subcluster	2138	1328	649	102577
DP09	30R3_90R3_120R3	mash90	2095	1301	692	102604
DP09	30R3_90R3_120R3	mash95	2482	1285	305	102620
DP09	30R3_90R3_120R3	genome	2718	800	69	103105
DP09	30R3_90R3	cluster	1604	1566	1183	102339
DP09	30R3_90R3	subcluster	2310	1575	477	102330
DP09	30R3_90R3	mash90	2353	1561	434	102344
DP09	30R3_90R3	mash95	2544	1502	243	102403
DP09	30R3_90R3	genome	2717	904	70	103001
DP09	30R6_100R6_120R6	cluster	2015	1394	772	102511
DP09	30R6_100R6_120R6	subcluster	2329	1316	458	102589
DP09	30R6_100R6_120R6	mash90	2291	1279	496	102626
DP09	30R6_100R6_120R6	mash95	2541	1288	246	102617
DP09	30R6_100R6_120R6	genome	2720	731	67	103174
DP09	30R6_100R6	cluster	2038	1327	749	102578
DP09	30R6_100R6	subcluster	2351	1293	436	102612
DP09	30R6_100R6	mash90	2297	1297	490	102608
DP09	30R6_100R6	mash95	2519	1254	268	102651
DP09	30R6_100R6	genome	2727	755	60	103150
DP09	30R6_120R6	cluster	1778	1566	1009	102339
DP09	30R6_120R6	subcluster	2219	1502	568	102403
DP09	30R6_120R6	mash90	2215	1465	572	102440
DP09	30R6_120R6	mash95	2418	1489	369	102416
DP09	30R6_120R6	genome	2720	786	67	103119
DP09	30R6_40R6	cluster	1910	1787	877	102118
DP09	30R6_40R6	subcluster	2361	1702	426	102203
DP09	30R6_40R6	mash90	2352	1697	435	102208
DP09	30R6_40R6	mash95	2547	1609	240	102296
DP09	30R6_40R6	genome	2718	838	69	103067
DP09	30R6_50R6_100R6	cluster	2045	1262	742	102643
DP09	30R6_50R6_100R6	subcluster	2428	1215	359	102690
DP09	30R6_50R6_100R6	mash90	2343	1189	444	102716
DP09	30R6_50R6_100R6	mash95	2565	1188	222	102717
DP09	30R6_50R6_100R6	genome	2722	693	65	103212
DP09	30R6_50R6_120R6	cluster	1625	1268	1162	102637
DP09	30R6_50R6_120R6	subcluster	2185	1325	602	102580
DP09	30R6_50R6_120R6	mash90	2129	1280	658	102625
DP09	30R6_50R6_120R6	mash95	2616	1153	171	102752
DP09	30R6_50R6_120R6	genome	2722	693	65	103212
DP09	30R6_50R6_70R6	cluster	1846	1443	941	102462
DP09	30R6_50R6_70R6	subcluster	2394	1488	393	102417
DP09	30R6_50R6_70R6	mash90	2334	1461	453	102444
DP09	30R6_50R6_70R6	mash95	2594	1453	193	102452
DP09	30R6_50R6_70R6	genome	2716	806	71	103099
DP09	30R6_50R6_80R6	cluster	1780	1467	1007	102438
DP09	30R6_50R6_80R6	subcluster	2414	1486	373	102419
DP09	30R6_50R6_80R6	mash90	2356	1529	431	102376
DP09	30R6_50R6_80R6	mash95	2567	1496	220	102409
DP09	30R6_50R6_80R6	genome	2718	798	69	103107
DP09	30R6_50R6_90R6	cluster	1618	1537	1169	102368
DP09	30R6_50R6_90R6	subcluster	2377	1520	410	102385
DP09	30R6_50R6_90R6	mash90	2293	1450	494	102455
DP09	30R6_50R6_90R6	mash95	2591	1444	196	102461
DP09	30R6_50R6_90R6	genome	2719	807	68	103098
DP09	30R6_50R6	cluster	1902	1819	885	102086
DP09	30R6_50R6	subcluster	2275	1886	512	102019
DP09	30R6_50R6	mash90	2290	1865	497	102040
DP09	30R6_50R6	mash95	2582	1847	205	102058
DP09	30R6_50R6	genome	2716	863	71	103042
DP09	30R6_60R6_100R6	cluster	2019	1191	768	102714
DP09	30R6_60R6_100R6	subcluster	2360	1222	427	102683
DP09	30R6_60R6_100R6	mash90	2264	1178	523	102727
DP09	30R6_60R6_100R6	mash95	2517	1173	270	102732
DP09	30R6_60R6_100R6	genome	2723	714	64	103191
DP09	30R6_60R6_120R6	cluster	1729	1309	1058	102596
DP09	30R6_60R6_120R6	subcluster	2229	1290	558	102615
DP09	30R6_60R6_120R6	mash90	2169	1287	618	102618
DP09	30R6_60R6_120R6	mash95	2544	1289	243	102616
DP09	30R6_60R6_120R6	genome	2717	699	70	103206
DP09	30R6_60R6_80R6	cluster	1723	1601	1064	102304
DP09	30R6_60R6_80R6	subcluster	2236	1619	551	102286
DP09	30R6_60R6_80R6	mash90	2230	1538	557	102367
DP09	30R6_60R6_80R6	mash95	2551	1362	236	102543
DP09	30R6_60R6_80R6	genome	2713	821	74	103084
DP09	30R6_60R6_90R6	cluster	1602	1616	1185	102289
DP09	30R6_60R6_90R6	subcluster	2384	1604	403	102301
DP09	30R6_60R6_90R6	mash90	2295	1585	492	102320
DP09	30R6_60R6_90R6	mash95	2568	1426	219	102479
DP09	30R6_60R6_90R6	genome	2712	785	75	103120
DP09	30R6_60R6	cluster	1723	1760	1064	102145
DP09	30R6_60R6	subcluster	2264	1854	523	102051
DP09	30R6_60R6	mash90	2229	1841	558	102064
DP09	30R6_60R6	mash95	2580	1790	207	102115
DP09	30R6_60R6	genome	2717	882	70	103023
DP09	30R6_70R6_100R6	cluster	2044	1278	743	102627
DP09	30R6_70R6_100R6	subcluster	2387	1401	400	102504
DP09	30R6_70R6_100R6	mash90	2308	1411	479	102494
DP09	30R6_70R6_100R6	mash95	2544	1359	243	102546
DP09	30R6_70R6_100R6	genome	2718	716	69	103189
DP09	30R6_70R6_120R6	cluster	1740	1293	1047	102612
DP09	30R6_70R6_120R6	subcluster	2225	1377	562	102528
DP09	30R6_70R6_120R6	mash90	2147	1376	640	102529
DP09	30R6_70R6_120R6	mash95	2530	1377	257	102528
DP09	30R6_70R6_120R6	genome	2718	725	69	103180
DP09	30R6_70R6_90R6	cluster	1688	1621	1099	102284
DP09	30R6_70R6_90R6	subcluster	2406	1515	381	102390
DP09	30R6_70R6_90R6	mash90	2335	1486	452	102419
DP09	30R6_70R6_90R6	mash95	2583	1482	204	102423
DP09	30R6_70R6_90R6	genome	2714	805	73	103100
DP09	30R6_70R6	cluster	1861	1671	926	102234
DP09	30R6_70R6	subcluster	2400	1635	387	102270
DP09	30R6_70R6	mash90	2330	1629	457	102276
DP09	30R6_70R6	mash95	2585	1621	202	102284
DP09	30R6_70R6	genome	2722	919	65	102986
DP09	30R6_80R6_100R6	cluster	1912	1237	875	102668
DP09	30R6_80R6_100R6	subcluster	2241	1230	546	102675
DP09	30R6_80R6_100R6	mash90	2215	1175	572	102730
DP09	30R6_80R6_100R6	mash95	2470	1123	317	102782
DP09	30R6_80R6_100R6	genome	2722	725	65	103180
DP09	30R6_80R6_120R6	cluster	1719	1392	1068	102513
DP09	30R6_80R6_120R6	subcluster	2253	1324	534	102581
DP09	30R6_80R6_120R6	mash90	2244	1297	543	102608
DP09	30R6_80R6_120R6	mash95	2597	1260	190	102645
DP09	30R6_80R6_120R6	genome	2717	734	70	103171
DP09	30R6_80R6	cluster	1678	1804	1109	102101
DP09	30R6_80R6	subcluster	2281	1646	506	102259
DP09	30R6_80R6	mash90	2234	1594	553	102311
DP09	30R6_80R6	mash95	2564	1600	223	102305
DP09	30R6_80R6	genome	2724	835	63	103070
DP09	30R6_90R6_120R6	cluster	1678	1382	1109	102523
DP09	30R6_90R6_120R6	subcluster	2217	1339	570	102566
DP09	30R6_90R6_120R6	mash90	2198	1332	589	102573
DP09	30R6_90R6_120R6	mash95	2535	1339	252	102566
DP09	30R6_90R6_120R6	genome	2722	727	65	103178
DP09	30R6_90R6	cluster	1668	1615	1119	102290
DP09	30R6_90R6	subcluster	2336	1642	451	102263
DP09	30R6_90R6	mash90	2306	1626	481	102279
DP09	30R6_90R6	mash95	2592	1558	195	102347
DP09	30R6_90R6	genome	2720	894	67	103011
DP09	30R9_100R9_120R9	cluster	2065	1244	722	102661
DP09	30R9_100R9_120R9	subcluster	2199	1212	588	102693
DP09	30R9_100R9_120R9	mash90	2216	1209	571	102696
DP09	30R9_100R9_120R9	mash95	2566	1157	221	102748
DP09	30R9_100R9_120R9	genome	2715	816	72	103089
DP09	30R9_100R9	cluster	2242	1455	545	102450
DP09	30R9_100R9	subcluster	2377	1260	410	102645
DP09	30R9_100R9	mash90	2360	1219	427	102686
DP09	30R9_100R9	mash95	2586	1348	201	102557
DP09	30R9_100R9	genome	2725	789	62	103116
DP09	30R9_120R9	cluster	1848	1284	939	102621
DP09	30R9_120R9	subcluster	2127	1269	660	102636
DP09	30R9_120R9	mash90	2163	1292	624	102613
DP09	30R9_120R9	mash95	2390	1320	397	102585
DP09	30R9_120R9	genome	2719	834	68	103071
DP09	30R9_40R9	cluster	1869	1954	918	101951
DP09	30R9_40R9	subcluster	2226	1689	561	102216
DP09	30R9_40R9	mash90	2301	1718	486	102187
DP09	30R9_40R9	mash95	2580	1632	207	102273
DP09	30R9_40R9	genome	2722	1068	65	102837
DP09	30R9_50R9_100R9	cluster	2165	1181	622	102724
DP09	30R9_50R9_100R9	subcluster	2317	1143	470	102762
DP09	30R9_50R9_100R9	mash90	2296	1148	491	102757
DP09	30R9_50R9_100R9	mash95	2581	1083	206	102822
DP09	30R9_50R9_100R9	genome	2725	723	62	103182
DP09	30R9_50R9_120R9	cluster	1830	1186	957	102719
DP09	30R9_50R9_120R9	subcluster	2145	1163	642	102742
DP09	30R9_50R9_120R9	mash90	2092	1183	695	102722
DP09	30R9_50R9_120R9	mash95	2527	1157	260	102748
DP09	30R9_50R9_120R9	genome	2712	762	75	103143
DP09	30R9_50R9_70R9	cluster	1699	1427	1088	102478
DP09	30R9_50R9_70R9	subcluster	2172	1472	615	102433
DP09	30R9_50R9_70R9	mash90	2156	1480	631	102425
DP09	30R9_50R9_70R9	mash95	2404	1368	383	102537
DP09	30R9_50R9_70R9	genome	2714	827	73	103078
DP09	30R9_50R9_80R9	cluster	1651	1412	1136	102493
DP09	30R9_50R9_80R9	subcluster	2188	1445	599	102460
DP09	30R9_50R9_80R9	mash90	2177	1436	610	102469
DP09	30R9_50R9_80R9	mash95	2571	1406	216	102499
DP09	30R9_50R9_80R9	genome	2720	820	67	103085
DP09	30R9_50R9_90R9	cluster	1729	1466	1058	102439
DP09	30R9_50R9_90R9	subcluster	2187	1420	600	102485
DP09	30R9_50R9_90R9	mash90	2148	1381	639	102524
DP09	30R9_50R9_90R9	mash95	2418	1586	369	102319
DP09	30R9_50R9_90R9	genome	2717	921	70	102984
DP09	30R9_50R9	cluster	1875	1906	912	101999
DP09	30R9_50R9	subcluster	2271	1915	516	101990
DP09	30R9_50R9	mash90	2271	1933	516	101972
DP09	30R9_50R9	mash95	2593	1893	194	102012
DP09	30R9_50R9	genome	2719	1098	68	102807
DP09	30R9_60R9_100R9	cluster	2006	1290	781	102615
DP09	30R9_60R9_100R9	subcluster	2222	1197	565	102708
DP09	30R9_60R9_100R9	mash90	2200	1201	587	102704
DP09	30R9_60R9_100R9	mash95	2553	1183	234	102722
DP09	30R9_60R9_100R9	genome	2723	748	64	103157
DP09	30R9_60R9_120R9	cluster	1819	1326	968	102579
DP09	30R9_60R9_120R9	subcluster	2170	1259	617	102646
DP09	30R9_60R9_120R9	mash90	2175	1322	612	102583
DP09	30R9_60R9_120R9	mash95	2428	1302	359	102603
DP09	30R9_60R9_120R9	genome	2715	792	72	103113
DP09	30R9_60R9_80R9	cluster	1781	1389	1006	102516
DP09	30R9_60R9_80R9	subcluster	2203	1410	584	102495
DP09	30R9_60R9_80R9	mash90	2195	1420	592	102485
DP09	30R9_60R9_80R9	mash95	2391	1357	396	102548
DP09	30R9_60R9_80R9	genome	2718	809	69	103096
DP09	30R9_60R9_90R9	cluster	1858	1173	929	102732
DP09	30R9_60R9_90R9	subcluster	2216	1255	571	102650
DP09	30R9_60R9_90R9	mash90	2194	1241	593	102664
DP09	30R9_60R9_90R9	mash95	2400	1267	387	102638
DP09	30R9_60R9_90R9	genome	2717	763	70	103142
DP09	30R9_60R9	cluster	1861	1652	926	102253
DP09	30R9_60R9	subcluster	2286	1653	501	102252
DP09	30R9_60R9	mash90	2286	1640	501	102265
DP09	30R9_60R9	mash95	2447	1549	340	102356
DP09	30R9_60R9	genome	2716	885	71	103020
DP09	30R9_70R9_100R9	cluster	1865	1159	922	102746
DP09	30R9_70R9_100R9	subcluster	2148	1154	639	102751
DP09	30R9_70R9_100R9	mash90	2175	1148	612	102757
DP09	30R9_70R9_100R9	mash95	2525	1171	262	102734
DP09	30R9_70R9_100R9	genome	2725	753	62	103152
DP09	30R9_70R9_120R9	cluster	1740	1310	1047	102595
DP09	30R9_70R9_120R9	subcluster	2144	1242	643	102663
DP09	30R9_70R9_120R9	mash90	2154	1251	633	102654
DP09	30R9_70R9_120R9	mash95	2335	1186	452	102719
DP09	30R9_70R9_120R9	genome	2715	841	72	103064
DP09	30R9_70R9_90R9	cluster	1735	1425	1052	102480
DP09	30R9_70R9_90R9	subcluster	2179	1453	608	102452
DP09	30R9_70R9_90R9	mash90	2158	1413	629	102492
DP09	30R9_70R9_90R9	mash95	2374	1353	413	102552
DP09	30R9_70R9_90R9	genome	2712	845	75	103060
DP09	30R9_70R9	cluster	1714	1394	1073	102511
DP09	30R9_70R9	subcluster	2266	1451	521	102454
DP09	30R9_70R9	mash90	2249	1472	538	102433
DP09	30R9_70R9	mash95	2567	1430	220	102475
DP09	30R9_70R9	genome	2717	869	70	103036
DP09	30R9_80R9_100R9	cluster	1895	1251	892	102654
DP09	30R9_80R9_100R9	subcluster	2248	1237	539	102668
DP09	30R9_80R9_100R9	mash90	2262	1265	525	102640
DP09	30R9_80R9_100R9	mash95	2542	1223	245	102682
DP09	30R9_80R9_100R9	genome	2725	777	62	103128
DP09	30R9_80R9_120R9	cluster	1781	1269	1006	102636
DP09	30R9_80R9_120R9	subcluster	2225	1241	562	102664
DP09	30R9_80R9_120R9	mash90	2236	1247	551	102658
DP09	30R9_80R9_120R9	mash95	2550	1237	237	102668
DP09	30R9_80R9_120R9	genome	2716	780	71	103125
DP09	30R9_80R9	cluster	1770	1537	1017	102368
DP09	30R9_80R9	subcluster	2210	1535	577	102370
DP09	30R9_80R9	mash90	2192	1520	595	102385
DP09	30R9_80R9	mash95	2539	1419	248	102486
DP09	30R9_80R9	genome	2724	880	63	103025
DP09	30R9_90R9_120R9	cluster	1822	1302	965	102603
DP09	30R9_90R9_120R9	subcluster	2134	1238	653	102667
DP09	30R9_90R9_120R9	mash90	2107	1259	680	102646
DP09	30R9_90R9_120R9	mash95	2373	1247	414	102658
DP09	30R9_90R9_120R9	genome	2712	829	75	103076
DP09	30R9_90R9	cluster	1896	1456	891	102449
DP09	30R9_90R9	subcluster	2270	1452	517	102453
DP09	30R9_90R9	mash90	2238	1471	549	102434
DP09	30R9_90R9	mash95	2450	1421	337	102484
DP09	30R9_90R9	genome	2720	865	67	103040
DP09	40R0_100R0_120R0	cluster	1839	1463	948	102442
DP09	40R0_100R0_120R0	subcluster	2187	1439	600	102466
DP09	40R0_100R0_120R0	mash90	2202	1434	585	102471
DP09	40R0_100R0_120R0	mash95	2400	1360	387	102545
DP09	40R0_100R0_120R0	genome	2723	743	64	103162
DP09	40R0_100R0	cluster	1780	1597	1007	102308
DP09	40R0_100R0	subcluster	2131	1465	656	102440
DP09	40R0_100R0	mash90	2131	1466	656	102439
DP09	40R0_100R0	mash95	2497	1463	290	102442
DP09	40R0_100R0	genome	2721	807	66	103098
DP09	40R0_120R0	cluster	1892	1487	895	102418
DP09	40R0_120R0	subcluster	2212	1414	575	102491
DP09	40R0_120R0	mash90	2227	1441	560	102464
DP09	40R0_120R0	mash95	2463	1404	324	102501
DP09	40R0_120R0	genome	2724	745	63	103160
DP09	40R0_50R0	cluster	1928	1934	859	101971
DP09	40R0_50R0	subcluster	2348	1983	439	101922
DP09	40R0_50R0	mash90	2460	1943	327	101962
DP09	40R0_50R0	mash95	2574	1901	213	102004
DP09	40R0_50R0	genome	2715	1040	72	102865
DP09	40R0_60R0_100R0	cluster	1893	1628	894	102277
DP09	40R0_60R0_100R0	subcluster	2242	1460	545	102445
DP09	40R0_60R0_100R0	mash90	2254	1464	533	102441
DP09	40R0_60R0_100R0	mash95	2490	1409	297	102496
DP09	40R0_60R0_100R0	genome	2711	781	76	103124
DP09	40R0_60R0_120R0	cluster	1890	1447	897	102458
DP09	40R0_60R0_120R0	subcluster	2312	1397	475	102508
DP09	40R0_60R0_120R0	mash90	2354	1379	433	102526
DP09	40R0_60R0_120R0	mash95	2565	1335	222	102570
DP09	40R0_60R0_120R0	genome	2721	716	66	103189
DP09	40R0_60R0_80R0	cluster	1879	1540	908	102365
DP09	40R0_60R0_80R0	subcluster	2357	1422	430	102483
DP09	40R0_60R0_80R0	mash90	2387	1388	400	102517
DP09	40R0_60R0_80R0	mash95	2568	1542	219	102363
DP09	40R0_60R0_80R0	genome	2719	851	68	103054
DP09	40R0_60R0_90R0	cluster	1653	1612	1134	102293
DP09	40R0_60R0_90R0	subcluster	2183	1476	604	102429
DP09	40R0_60R0_90R0	mash90	2185	1468	602	102437
DP09	40R0_60R0_90R0	mash95	2450	1517	337	102388
DP09	40R0_60R0_90R0	genome	2713	831	74	103074
DP09	40R0_60R0	cluster	1773	1847	1014	102058
DP09	40R0_60R0	subcluster	2387	1795	400	102110
DP09	40R0_60R0	mash90	2439	1797	348	102108
DP09	40R0_60R0	mash95	2590	1934	197	101971
DP09	40R0_60R0	genome	2716	883	71	103022
DP09	40R0_70R0_100R0	cluster	1817	1483	970	102422
DP09	40R0_70R0_100R0	subcluster	2250	1454	537	102451
DP09	40R0_70R0_100R0	mash90	2248	1410	539	102495
DP09	40R0_70R0_100R0	mash95	2349	1420	438	102485
DP09	40R0_70R0_100R0	genome	2719	766	68	103139
DP09	40R0_70R0_120R0	cluster	1702	1528	1085	102377
DP09	40R0_70R0_120R0	subcluster	2226	1476	561	102429
DP09	40R0_70R0_120R0	mash90	2227	1515	560	102390
DP09	40R0_70R0_120R0	mash95	2498	1265	289	102640
DP09	40R0_70R0_120R0	genome	2726	734	61	103171
DP09	40R0_70R0_90R0	cluster	1654	1653	1133	102252
DP09	40R0_70R0_90R0	subcluster	2160	1530	627	102375
DP09	40R0_70R0_90R0	mash90	2194	1555	593	102350
DP09	40R0_70R0_90R0	mash95	2415	1530	372	102375
DP09	40R0_70R0_90R0	genome	2719	828	68	103077
DP09	40R0_70R0	cluster	1754	1770	1033	102135
DP09	40R0_70R0	subcluster	2214	1843	573	102062
DP09	40R0_70R0	mash90	2273	1826	514	102079
DP09	40R0_70R0	mash95	2456	1845	331	102060
DP09	40R0_70R0	genome	2717	851	70	103054
DP09	40R0_80R0_100R0	cluster	1911	1399	876	102506
DP09	40R0_80R0_100R0	subcluster	2275	1450	512	102455
DP09	40R0_80R0_100R0	mash90	2260	1447	527	102458
DP09	40R0_80R0_100R0	mash95	2494	1374	293	102531
DP09	40R0_80R0_100R0	genome	2717	767	70	103138
DP09	40R0_80R0_120R0	cluster	1755	1544	1032	102361
DP09	40R0_80R0_120R0	subcluster	2316	1486	471	102419
DP09	40R0_80R0_120R0	mash90	2340	1475	447	102430
DP09	40R0_80R0_120R0	mash95	2619	1447	168	102458
DP09	40R0_80R0_120R0	genome	2724	710	63	103195
DP09	40R0_80R0	cluster	1921	1466	866	102439
DP09	40R0_80R0	subcluster	2375	1495	412	102410
DP09	40R0_80R0	mash90	2376	1464	411	102441
DP09	40R0_80R0	mash95	2568	1391	219	102514
DP09	40R0_80R0	genome	2719	842	68	103063
DP09	40R0_90R0_120R0	cluster	1841	1470	946	102435
DP09	40R0_90R0_120R0	subcluster	2204	1408	583	102497
DP09	40R0_90R0_120R0	mash90	2217	1429	570	102476
DP09	40R0_90R0_120R0	mash95	2433	1350	354	102555
DP09	40R0_90R0_120R0	genome	2724	733	63	103172
DP09	40R0_90R0	cluster	1781	1534	1006	102371
DP09	40R0_90R0	subcluster	2229	1602	558	102303
DP09	40R0_90R0	mash90	2219	1585	568	102320
DP09	40R0_90R0	mash95	2460	1509	327	102396
DP09	40R0_90R0	genome	2723	882	64	103023
DP09	40R12_100R12_120R12	cluster	1808	1848	979	102057
DP09	40R12_100R12_120R12	subcluster	2139	1820	648	102085
DP09	40R12_100R12_120R12	mash90	2179	1846	608	102059
DP09	40R12_100R12_120R12	mash95	2370	1779	417	102126
DP09	40R12_100R12_120R12	genome	2716	1108	71	102797
DP09	40R12_100R12	cluster	1724	1819	1063	102086
DP09	40R12_100R12	subcluster	2072	1908	715	101997
DP09	40R12_100R12	mash90	2127	1926	660	101979
DP09	40R12_100R12	mash95	2359	1832	428	102073
DP09	40R12_100R12	genome	2719	1113	68	102792
DP09	40R12_120R12	cluster	1754	1775	1033	102130
DP09	40R12_120R12	subcluster	2207	1774	580	102131
DP09	40R12_120R12	mash90	2197	1752	590	102153
DP09	40R12_120R12	mash95	2375	1756	412	102149
DP09	40R12_120R12	genome	2715	1075	72	102830
DP09	40R12_50R12	cluster	1670	2223	1117	101682
DP09	40R12_50R12	subcluster	2124	2196	663	101709
DP09	40R12_50R12	mash90	2094	2195	693	101710
DP09	40R12_50R12	mash95	2345	2094	442	101811
DP09	40R12_50R12	genome	2713	1203	74	102702
DP09	40R12_60R12_100R12	cluster	1772	1674	1015	102231
DP09	40R12_60R12_100R12	subcluster	2105	1526	682	102379
DP09	40R12_60R12_100R12	mash90	2083	1597	704	102308
